Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Orangutan gene stable ID,Orangutan gene name,Last common ancestor with Orangutan,Orangutan homology type,%id. target Orangutan gene identical to query gene,%id. query gene identical to target Orangutan gene,Orangutan Gene-order conservation score,Orangutan Whole-genome alignment coverage,"Orangutan orthology confidence [0 low, 1 high]"
ENSG00000111254,ENSG00000111254.8,ENST00000536414,ENST00000536414.3,ENSPPYG00000004170,AKAP3,Hominidae,ortholog_one2one,97.0692,96.5035,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000541484,ENST00000541484.1,ENSPPYG00000004170,AKAP3,Hominidae,ortholog_one2one,97.0692,96.5035,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000544636,ENST00000544636.1,ENSPPYG00000004170,AKAP3,Hominidae,ortholog_one2one,97.0692,96.5035,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000228850,ENST00000228850.6,ENSPPYG00000004170,AKAP3,Hominidae,ortholog_one2one,97.0692,96.5035,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000229554,ENST00000229554.10,ENSPPYG00000016954,RSPH4A,Hominidae,ortholog_one2one,97.486,97.8962,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000368580,ENST00000368580.4,ENSPPYG00000016954,RSPH4A,Hominidae,ortholog_one2one,97.486,97.8962,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000368581,ENST00000368581.8,ENSPPYG00000016954,RSPH4A,Hominidae,ortholog_one2one,97.486,97.8962,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000490799,ENST00000490799.6,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000466805,ENST00000466805.5,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000394602,ENST00000394602.6,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000355574,ENST00000355574.6,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000465492,ENST00000465492.1,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000486155,ENST00000486155.1,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000469847,ENST00000469847.5,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000480663,ENST00000480663.1,ENSPPYG00000016538,SLC26A8,Hominidae,ortholog_one2one,95.9794,96.0784,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000486752,ENST00000486752.5,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000420323,ENST00000420323.7,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000497875,ENST00000497875.1,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000466628,ENST00000466628.1,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000488988,ENST00000488988.5,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000490713,ENST00000490713.5,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000480649,ENST00000480649.1,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000487254,ENST00000487254.1,ENSPPYG00000013810,DNAH1,Hominidae,ortholog_one2one,98.5229,97.0663,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000352767,ENST00000352767.7,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000414031,ENST00000414031.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000392537,ENST00000392537.6,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000444134,ENST00000444134.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000442406,ENST00000442406.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000450424,ENST00000450424.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000421110,ENST00000421110.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000435046,ENST00000435046.7,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000382330,ENST00000382330.7,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000413967,ENST00000413967.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000426123,ENST00000426123.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000346169,ENST00000346169.7,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000350481,ENST00000350481.9,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000455679,ENST00000455679.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000485712,ENST00000485712.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000440448,ENST00000440448.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000427141,ENST00000427141.6,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000427845,ENST00000427845.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000342981,ENST00000342981.8,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000424196,ENST00000424196.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000456033,ENST00000456033.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000411531,ENST00000411531.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000444861,ENST00000444861.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000484862,ENST00000484862.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000676206,ENST00000676206.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000441154,ENST00000441154.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000428387,ENST00000428387.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000434061,ENST00000434061.6,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000427607,ENST00000427607.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000457456,ENST00000457456.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000493299,ENST00000493299.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000676453,ENST00000676453.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000448284,ENST00000448284.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000466311,ENST00000466311.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000482303,ENST00000482303.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000422614,ENST00000422614.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000460829,ENST00000460829.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000475721,ENST00000475721.5,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000464548,ENST00000464548.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000478291,ENST00000478291.1,ENSPPYG00000025902,EIF4G1,Hominidae,ortholog_one2one,99.3121,98.8792,100,100,1
ENSG00000115423,ENSG00000115423.19,ENST00000476689,ENST00000476689.5,ENSPPYG00000012240,,Hominidae,ortholog_one2many,27.0082,98.7687,100,94.52,0
ENSG00000115423,ENSG00000115423.19,ENST00000476689,ENST00000476689.5,ENSPPYG00000012241,,Hominidae,ortholog_one2many,2.42905,100,100,94.65,0
ENSG00000115423,ENSG00000115423.19,ENST00000389394,ENST00000389394.8,ENSPPYG00000012240,,Hominidae,ortholog_one2many,27.0082,98.7687,100,94.52,0
ENSG00000115423,ENSG00000115423.19,ENST00000389394,ENST00000389394.8,ENSPPYG00000012241,,Hominidae,ortholog_one2many,2.42905,100,100,94.65,0
ENSG00000115423,ENSG00000115423.19,ENST00000468661,ENST00000468661.1,ENSPPYG00000012240,,Hominidae,ortholog_one2many,27.0082,98.7687,100,94.52,0
ENSG00000115423,ENSG00000115423.19,ENST00000468661,ENST00000468661.1,ENSPPYG00000012241,,Hominidae,ortholog_one2many,2.42905,100,100,94.65,0
ENSG00000115423,ENSG00000115423.19,ENST00000494025,ENST00000494025.1,ENSPPYG00000012240,,Hominidae,ortholog_one2many,27.0082,98.7687,100,94.52,0
ENSG00000115423,ENSG00000115423.19,ENST00000494025,ENST00000494025.1,ENSPPYG00000012241,,Hominidae,ortholog_one2many,2.42905,100,100,94.65,0
ENSG00000115423,ENSG00000115423.19,ENST00000602588,ENST00000602588.1,ENSPPYG00000012240,,Hominidae,ortholog_one2many,27.0082,98.7687,100,94.52,0
ENSG00000115423,ENSG00000115423.19,ENST00000602588,ENST00000602588.1,ENSPPYG00000012241,,Hominidae,ortholog_one2many,2.42905,100,100,94.65,0
ENSG00000118690,ENSG00000118690.13,ENST00000392644,ENST00000392644.9,ENSPPYG00000016899,ARMC2,Hominidae,ortholog_one2one,96.4245,96.9838,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000237512,ENST00000237512.4,ENSPPYG00000016899,ARMC2,Hominidae,ortholog_one2one,96.4245,96.9838,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000414610,ENST00000414610.1,ENSPPYG00000016899,ARMC2,Hominidae,ortholog_one2one,96.4245,96.9838,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000481850,ENST00000481850.1,ENSPPYG00000016899,ARMC2,Hominidae,ortholog_one2one,96.4245,96.9838,100,100,1
ENSG00000118690,ENSG00000118690.13,ENST00000368972,ENST00000368972.7,ENSPPYG00000016899,ARMC2,Hominidae,ortholog_one2one,96.4245,96.9838,100,100,1
ENSG00000119685,ENSG00000119685.20,ENST00000554132,ENST00000554132.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000556265,ENST00000556265.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000555290,ENST00000555290.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000556977,ENST00000556977.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000556685,ENST00000556685.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000298832,ENST00000298832.14,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000557636,ENST00000557636.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000286650,ENST00000286650.9,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000556173,ENST00000556173.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554185,ENST00000554185.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000555422,ENST00000555422.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554935,ENST00000554935.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554148,ENST00000554148.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554878,ENST00000554878.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000556976,ENST00000556976.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000556893,ENST00000556893.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554510,ENST00000554510.5,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000555018,ENST00000555018.3,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000608522,ENST00000608522.2,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000557219,ENST00000557219.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554972,ENST00000554972.1,,,,,,,,,
ENSG00000119685,ENSG00000119685.20,ENST00000554487,ENST00000554487.1,,,,,,,,,
ENSG00000120051,ENSG00000120051.15,ENST00000369704,ENST00000369704.8,ENSPPYG00000002636,CFAP58,Hominidae,ortholog_one2one,98.2798,98.1672,100,100,1
ENSG00000120051,ENSG00000120051.15,ENST00000369703,ENST00000369703.1,ENSPPYG00000002636,CFAP58,Hominidae,ortholog_one2one,98.2798,98.1672,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000470982,ENST00000470982.5,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000614641,ENST00000614641.4,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000242317,ENST00000242317.9,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000437363,ENST00000437363.5,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000488369,ENST00000488369.1,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000488790,ENST00000488790.1,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000470169,ENST00000470169.5,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000442556,ENST00000442556.1,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000122735,ENSG00000122735.16,ENST00000485580,ENST00000485580.1,ENSPPYG00000019120,DNAI1,Hominidae,ortholog_one2one,93.2761,97.4589,100,100,1
ENSG00000124721,ENSG00000124721.18,ENST00000327475,ENST00000327475.11,ENSPPYG00000016570,DNAH8,Hominoidea,ortholog_one2one,94.7313,99.0009,100,99.69,1
ENSG00000124721,ENSG00000124721.18,ENST00000373278,ENST00000373278.8,ENSPPYG00000016570,DNAH8,Hominoidea,ortholog_one2one,94.7313,99.0009,100,99.69,1
ENSG00000124721,ENSG00000124721.18,ENST00000449981,ENST00000449981.6,ENSPPYG00000016570,DNAH8,Hominoidea,ortholog_one2one,94.7313,99.0009,100,99.69,1
ENSG00000124721,ENSG00000124721.18,ENST00000359357,ENST00000359357.7,ENSPPYG00000016570,DNAH8,Hominoidea,ortholog_one2one,94.7313,99.0009,100,99.69,1
ENSG00000124721,ENSG00000124721.18,ENST00000394393,ENST00000394393.3,ENSPPYG00000016570,DNAH8,Hominoidea,ortholog_one2one,94.7313,99.0009,100,99.69,1
ENSG00000129295,ENSG00000129295.9,ENST00000620350,ENST00000620350.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000618342,ENST00000618342.1,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000519595,ENST00000519595.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000522789,ENST00000522789.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000518642,ENST00000518642.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000250173,ENST00000250173.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000522597,ENST00000522597.1,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000519085,ENST00000519085.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000520446,ENST00000520446.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000523503,ENST00000523503.1,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000522584,ENST00000522584.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000521430,ENST00000521430.5,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129295,ENSG00000129295.9,ENST00000518101,ENST00000518101.1,ENSPPYG00000018889,LRRC6,Hominidae,ortholog_one2one,80.9013,99.4723,100,100,1
ENSG00000129646,ENSG00000129646.16,ENST00000532549,ENST00000532549.2,ENSPPYG00000008655,,Hominidae,ortholog_one2one,78.7493,86.9006,100,100,0
ENSG00000129646,ENSG00000129646.16,ENST00000636395,ENST00000636395.1,ENSPPYG00000008655,,Hominidae,ortholog_one2one,78.7493,86.9006,100,100,0
ENSG00000129646,ENSG00000129646.16,ENST00000680821,ENST00000680821.2,ENSPPYG00000008655,,Hominidae,ortholog_one2one,78.7493,86.9006,100,100,0
ENSG00000129646,ENSG00000129646.16,ENST00000447564,ENST00000447564.2,ENSPPYG00000008655,,Hominidae,ortholog_one2one,78.7493,86.9006,100,100,0
ENSG00000129646,ENSG00000129646.16,ENST00000262765,ENST00000262765.10,ENSPPYG00000008655,,Hominidae,ortholog_one2one,78.7493,86.9006,100,100,0
ENSG00000129646,ENSG00000129646.16,ENST00000524722,ENST00000524722.1,ENSPPYG00000008655,,Hominidae,ortholog_one2one,78.7493,86.9006,100,100,0
ENSG00000130363,ENSG00000130363.13,ENST00000367069,ENST00000367069.7,ENSPPYG00000017140,RSPH3,Hominidae,ortholog_one2one,96.89,96.89,100,100,1
ENSG00000130363,ENSG00000130363.13,ENST00000607398,ENST00000607398.1,ENSPPYG00000017140,RSPH3,Hominidae,ortholog_one2one,96.89,96.89,100,100,1
ENSG00000130363,ENSG00000130363.13,ENST00000449822,ENST00000449822.5,ENSPPYG00000017140,RSPH3,Hominidae,ortholog_one2one,96.89,96.89,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000253778,ENST00000253778.13,ENSPPYG00000016136,GFPT2,Hominidae,ortholog_one2one,99.4135,99.4135,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000520165,ENST00000520165.1,ENSPPYG00000016136,GFPT2,Hominidae,ortholog_one2one,99.4135,99.4135,100,100,1
ENSG00000131459,ENSG00000131459.13,ENST00000510122,ENST00000510122.1,ENSPPYG00000016136,GFPT2,Hominidae,ortholog_one2one,99.4135,99.4135,100,100,1
